;t;T1;T2;T;p
524;760.2077303;311.8279482;360.2214143;311.8279482;5
525;761.6277485;311.7118113;360.2038337;311.7118113;5
528;765.9109576;312.0031591;360.3448215;312.0031591;5
529;767.330124;312.1059283;360.3448215;312.1059283;5
530;768.7538359;312.2066548;360.3801914;312.2066548;5
531;770.1696423;312.3696465;360.4156108;312.3696465;5
532;771.5895207;312.5237219;360.4156108;312.5237219;5
533;773.0064667;312.6912839;336.2655772;312.6912839;5
535;775.852375;313.0145191;360.4510798;313.0145191;5
537;778.7112832;313.331639;343.4223619;313.331639;5
538;780.1446692;313.4658161;360.575614;313.4658161;5
539;781.5751484;313.5721133;360.611308;313.5721133;5
540;782.9999671;313.8044036;360.6291738;313.8044036;5
541;784.4152489;313.972771;360.6649434;313.972771;5
542;785.8446348;314.131639;360.6649434;314.131639;5
543;787.2544678;314.3182537;360.7366344;314.3182537;5
544;788.6741485;314.5224337;360.7366344;314.5224337;5
545;790.0892059;314.7119621;360.7545889;314.7119621;5
546;791.5141402;314.9029201;360.8265344;314.9029201;5
547;792.9334423;315.0732654;360.8445528;315.0732654;5
548;794.3513704;315.1644026;360.7905361;315.1644026;5
553;801.4525701;315.9883098;360.9891628;315.9883098;5
554;802.9032881;316.1316258;361.0254447;316.1316258;5
555;804.3172698;316.28154;361.0436051;316.28154;5
556;805.7436153;316.4294385;361.0436051;316.4294385;5
557;807.1606317;316.5928382;361.079965;316.5928382;5
558;808.5856886;316.7690874;361.079965;316.7690874;5
562;814.2733621;317.3927837;343.7307522;317.3927837;5
563;815.6889127;317.526069;361.1710938;317.526069;5
564;817.1285537;317.629545;361.2259288;317.629545;5
565;818.548036;317.764086;373.0887879;317.764086;5
566;819.9566357;317.8901006;361.2808828;317.8901006;5
573;829.9635886;318.7232569;343.7398805;318.7232569;5
