;t;T1;T2;T;p
459;108.4668919;310.5442439;375.6645991;310.5442439;5
460;108.7076592;317.017916;375.6968829;317.017916;5
461;108.9378941;317.0626082;349.0391299;317.0626082;5
462;109.1741577;317.0954326;349.0843101;317.0954326;5
463;109.4094988;313.2596833;375.7292075;313.2596833;5
464;109.6442325;317.1552227;375.6968829;317.1552227;5
465;109.8807734;317.1911647;375.8589163;317.1911647;5
466;110.1165279;311.0918331;339.8276383;311.0918331;5
467;110.3552947;311.1342687;331.1406537;311.1342687;5
468;110.5840363;308.4206806;339.8432466;308.4206806;5
469;110.8198234;308.3360414;339.8901306;308.3360414;5
470;111.055067;311.2027873;339.8666776;311.2027873;5
471;111.2959929;311.2311942;339.8666776;311.2311942;5
472;111.5260517;311.2501498;331.135166;311.2501498;5
473;111.7660472;311.276237;331.1296797;311.276237;5
474;111.9974638;308.4058483;339.8276383;308.4058483;5
475;112.2333871;308.4524935;339.8042441;308.4524935;5
476;112.4671959;311.3237373;339.7497434;311.3237373;5
477;112.7072127;311.3332481;339.780872;311.3332481;5
478;112.9360934;311.3641828;331.0256704;311.3641828;5
479;113.1688208;311.3832384;349.0504173;311.3832384;5
480;113.4045184;308.5077308;339.780872;308.5077308;5
481;113.635546;308.5098578;339.7653028;308.5098578;5
482;113.8711769;311.4524353;339.7341937;311.4524353;5
483;114.1073856;311.4883011;339.796451;311.4883011;5
484;114.3396435;311.51224;330.9493128;311.51224;5
485;114.5729868;311.505056;330.9329814;311.505056;5
486;114.8092112;313.8385127;375.761573;313.8385127;5
487;115.0456864;317.8685414;375.7292075;317.8685414;5
488;115.2809744;317.8962637;375.9566316;317.8962637;5
489;115.5163585;317.9240163;375.8264273;317.9240163;5
490;115.755265;317.9487109;348.994031;317.9487109;5
491;115.9884712;313.9806908;375.8264273;313.9806908;5
492;116.2250749;314.0018223;376.0547219;314.0018223;5
493;116.4585412;318.0663403;375.7939796;318.0663403;5
494;116.6965822;318.1098155;375.9240183;318.1098155;5
495;116.9252413;318.1004931;348.982769;318.1004931;5
496;117.1650753;318.1253605;349.0052982;318.1253605;5
497;117.3964041;314.131639;339.656591;314.131639;5
498;117.6319528;309.0038643;375.9240183;309.0038643;5
499;117.8692824;318.2344436;375.8914466;318.2344436;5
