,V,T
131,0.8473919729003683,32.5
132,0.8420532993186498,32.6
133,0.8421217438517488,32.7
134,0.8388364062629989,32.8
135,0.8343190670784679,32.9
136,0.8300070614932338,33.0
137,0.8276799473678693,33.1
138,0.8298017278939369,33.2
139,0.8201510487269843,33.3
140,0.8167288220720366,33.4
141,0.8151545978107606,33.5
142,0.8128959282184951,33.6
143,0.8083785890339641,33.7
144,0.8074203655705787,33.8
145,0.803929694382532,33.9
146,0.7990701325325062,34.0
147,0.7959216840099543,34.1
148,0.793320791752194,34.3
149,0.7877083400380798,34.4
150,0.7844230024493299,34.5
151,0.7786052171359188,34.6
152,0.7740194334182888,34.7
153,0.7702549840978463,34.8
154,0.7669012019759975,34.9
155,0.7645056433175341,35.0
156,0.7609465275963885,35.1
157,0.7551287422829773,35.2
158,0.7536229625548003,35.3
159,0.7499954023005557,35.4
160,0.743493171656155,35.5
161,0.7428771708582644,35.6
162,0.739044277004723,35.7
163,0.7364433847469627,35.8
164,0.734390048753994,35.9
165,0.7288460415729787,36.0
166,0.725423814918031,36.1
167,0.7232335898588644,36.2
168,0.7191269178729272,36.3
169,0.7156362466848805,36.4
170,0.710366017636261,36.5
171,0.7085864597756881,36.6
172,0.7055749003193341,36.7
173,0.7029055635284749,36.8
174,0.7003731158038136,36.9
175,0.6979775571453501,37.0
176,0.6954451094206888,37.1
177,0.6924335499643348,37.2
178,0.6901064358389704,37.3
179,0.6870264318495174,37.4
180,0.6842202059924603,37.5
181,0.6826459817311843,37.6
182,0.6779917534804554,37.7
183,0.6775810862818616,37.8
184,0.6742273041600129,37.9
185,0.672584635365638,38.0
186,0.6689570751113934,38.1
187,0.6653295148571488,38.2
188,0.6650557367247529,38.3
189,0.6616335100698052,38.4
190,0.6581428388817585,38.5
191,0.6568423927528784,38.6
192,0.6536254996972275,38.7
193,0.6532148324986338,38.8
194,0.6495872722443892,38.9
195,0.6478077143838163,39.0
196,0.6442485986626707,39.1
197,0.6426059298682958,39.2
198,0.6413739282725146,39.3
199,0.6369250336210825,39.4
200,0.6353508093598066,39.5
201,0.6340503632309265,39.6
202,0.631654804572463,39.7
203,0.6288485787154059,39.8
204,0.625631685659755,39.9
205,0.6222779035379062,40.0
